fb_uid	label_vax	name	category	fan_count	is_unclaimed	verification_status	link	posts.data.created_time	location.city	location.street	location.country	location.longitude	location.latitude	location.located_in	location.state	location.zip	concat.geography	capture_timestamp
149940028353529	Anti Vaxxination	Progressives for Medical Freedom	Health & Wellness Website	1694	FALSE	not_verified	https://www.facebook.com/ProgressivesForMedicalFreedom/	2019-09-18T02:48:39Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:11:44Z
1530318583957220	Anti Vaxxination	Meet Vaccine Research	Community	380	FALSE	not_verified	https://www.facebook.com/MeetVaccineResearch/	2018-08-08T02:58:34Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:12:25Z
153880791817849	Anti Vaxxination	Vaccine Awareness and Education Network	Community	846	FALSE	not_verified	https://www.facebook.com/vaxeducation/	2019-03-18T20:02:30Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:13:06Z
1546319818967626	Anti Vaxxination	Raggedy Ann / Seeking Freedom of Vaccine Choice and Awareness	Community	116	FALSE	not_verified	https://www.facebook.com/Raggedy-Ann-Seeking-Freedom-of-Vaccine-Choice-and-Awareness-1546319818967626/	2015-03-15T10:40:42Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:13:47Z
154726581219167	Anti Vaxxination	You Are My Voice-Dangers Of Vaccines	Cause	385	FALSE	not_verified	https://www.facebook.com/You-Are-My-Voice-Dangers-Of-Vaccines-154726581219167/	2019-09-22T08:23:24Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:14:28Z
1547840855479736	Anti Vaxxination	Rhode Islanders for Vaccine Choice	Community	127	FALSE	not_verified	https://www.facebook.com/RhodeIslandersforVaccineChoice/	2019-09-24T02:33:39Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:15:10Z
1549172241975534	Anti Vaxxination	Voices for Vaccine Choice	Community	27	FALSE	not_verified	https://www.facebook.com/VoicesForVaccineChoice/	2014-03-12T21:50:58Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:15:50Z
1557722217817482	Anti Vaxxination	Texans For Vaccine Choice	Political Organization	27242	FALSE	not_verified	https://www.facebook.com/TexansForVaccineChoice/	2019-10-01T00:45:00Z	Keller	1540 Keller Pkwy, Ste 108, # 166	United States	-97.21727	32.93424	NA	TX	76248	NA	2019-10-01T02:16:31Z
157601931443829	Anti Vaxxination	VaXism Videos	Community	26782	FALSE	not_verified	https://www.facebook.com/VaXismVideos/	2019-09-29T21:51:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:17:12Z
158531660887987	Anti Vaxxination	Dites NON aux vaccins	Local Business	987	FALSE	not_verified	https://www.facebook.com/Dites-NON-aux-vaccins-158531660887987/	2019-07-09T23:05:23Z	Quebec	NA	Canada	NA	NA	NA	QC	NA	NA	2019-10-01T02:17:53Z
1585649665012867	Anti Vaxxination	Illinois Vaccine Awareness Coalition - IVAC	Nonprofit Organization	1372	FALSE	not_verified	https://www.facebook.com/MyIVAC/	2019-09-30T21:49:32Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:18:34Z
158589347493601	Anti Vaxxination	Animal Guardians Against Over Vaccination of Pets	Community	49	FALSE	not_verified	https://www.facebook.com/Animal-Guardians-Against-Over-Vaccination-of-Pets-158589347493601/	2019-07-04T14:57:29Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:19:15Z
1592571291060774	Anti Vaxxination	Tennessee Coalition for Vaccine Choice	Political Organization	3747	FALSE	not_verified	https://www.facebook.com/TN4VaxChoice/	2019-09-27T14:24:37Z	Chattanooga	PO  Box 4508	United States	NA	NA	NA	TN	37405	NA	2019-10-01T02:19:56Z
159365225942	Anti Vaxxination	Ginger Taylor - The Politics of Vaccination	Author	2354	FALSE	not_verified	https://www.facebook.com/GingerTaylorPoliticsOfVaccination/	2019-09-22T00:01:12Z	Brunswick	NA	United States	NA	NA	NA	ME	NA	NA	2019-10-01T02:20:37Z
1594559574167102	Anti Vaxxination	Australian Vaccination-risks Network Inc. - AVN	Non-Governmental Organization (NGO)	11045	FALSE	not_verified	https://www.facebook.com/avn.org.au/	2019-09-30T22:40:22Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:21:18Z
159615784048707	Anti Vaxxination	Negative Effects of Gardasil Awareness	Community	114	FALSE	not_verified	https://www.facebook.com/Negative-Effects-of-Gardasil-Awareness-159615784048707/	2011-09-22T00:46:30Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:21:59Z
160357217463575	Anti Vaxxination	Vaccines What They Don't Tell You	Community	8144	FALSE	not_verified	https://www.facebook.com/VaccinesWhatTheyDontTellYou/	2019-01-09T17:40:26Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:22:40Z
161471920537728	Anti Vaxxination	The Vaccine Initiative	Website	309	FALSE	not_verified	https://www.facebook.com/The-Vaccine-Initiative-161471920537728/	2014-06-09T18:25:51Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:23:21Z
1650023171986221	Anti Vaxxination	Health Freedom Louisiana	Community	2851	FALSE	not_verified	https://www.facebook.com/HealthFreedomLA/	2019-10-01T01:07:25Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:24:02Z
165134953558022	Anti Vaxxination	Vaccine Education | Are Vaccines Safe?	Community	2263	FALSE	not_verified	https://www.facebook.com/vaccinations/	2019-09-25T21:55:57Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:24:43Z
166009373572334	Anti Vaxxination	Vivre sans Vaccins	Book	508	FALSE	not_verified	https://www.facebook.com/vivresansvaccins/	2018-08-27T09:13:11Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:25:24Z
1660963914118047	Anti Vaxxination	Gardasil Awareness New Zealand	Community	1089	FALSE	not_verified	https://www.facebook.com/Gardasil101/	2019-09-28T10:24:38Z	NA	NA	NA	174.375	-40.44695	NA	NA	NA	NA	2019-10-01T02:26:05Z
1662317440648237	Anti Vaxxination	RI Alliance for Vaccine Choice	Community	479	FALSE	not_verified	https://www.facebook.com/RIAllianceVaccineChoice/	2019-09-26T01:46:10Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:26:46Z
166639516699792	Anti Vaxxination	Do Not Vaccinate Your Baby	Community	289	FALSE	not_verified	https://www.facebook.com/Do-Not-Vaccinate-Your-Baby-166639516699792/	2015-04-10T02:51:04Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:27:27Z
1671179226479562	Anti Vaxxination	Vaxxed Italia	Nonprofit Organization	5861	FALSE	not_verified	https://www.facebook.com/vaxxeditalia/	2019-04-29T05:55:43Z	Rome	NA	Italy	12.4942	41.91045	NA	NA	NA	NA	2019-10-01T02:28:09Z
168871106468347	Anti Vaxxination	Vrais scandales pour faux vaccins	Community	289	FALSE	not_verified	https://www.facebook.com/Vrais-scandales-pour-faux-vaccins-168871106468347/	2019-09-30T07:25:16Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:28:50Z
169006786869053	Anti Vaxxination	Stop Flu Vaccines in UK Schools	Community	2456	FALSE	not_verified	https://www.facebook.com/StopFluVaccinesInUKschools/	2019-09-20T09:25:53Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:29:31Z
1709550286000398	Anti Vaxxination	Vaccine Choice Australia	Community	240	FALSE	not_verified	https://www.facebook.com/Vaccine-Choice-Australia-1709550286000398/	2017-04-14T02:23:49Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:30:12Z
171675110732	Anti Vaxxination	Sarasota for Vaccination Choice/ Sarasota Health Freedom Coalition	Community Organization	138	FALSE	not_verified	https://www.facebook.com/Sarasota-for-Vaccination-Choice-Sarasota-Health-Freedom-Coalition-171675110732/	2019-09-10T14:10:51Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:30:53Z
171964245890	Anti Vaxxination	Dr. Tenpenny on Vaccines and Current Events	Public Figure	232927	FALSE	not_verified	https://www.facebook.com/vaccineinfo/	2019-09-29T13:59:12Z	Middleburg Heights	7380 Engle Road	United States	-81.82574	41.36567	NA	OH	44130	NA	2019-10-01T02:31:34Z
173124442889462	Anti Vaxxination	Many Teenage Girls Have Died Or Suffered Injuries Due To HPV Vaccines	Community	1181	FALSE	not_verified	https://www.facebook.com/Many-Teenage-Girls-Have-Died-Or-Suffered-Injuries-Due-To-HPV-Vaccines-173124442889462/	2016-07-23T07:23:36Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:32:15Z
1735864636640546	Anti Vaxxination	Vaccines Cripple and Kill Children	Community	2587	FALSE	not_verified	https://www.facebook.com/VaccinesCrippleAndKill/	2019-09-30T16:30:33Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:32:56Z
1747143068896438	Anti Vaxxination	California Vaccine Choice	Community	25	FALSE	not_verified	https://www.facebook.com/CaliforniaVaccineChoice/	2019-06-03T15:43:11Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:33:37Z
1748610515416671	Anti Vaxxination	Vaccine Freedom Utah	Community	658	FALSE	not_verified	https://www.facebook.com/vaccinefreedomutah/	2019-08-31T21:03:27Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:34:18Z
1760541097564633	Anti Vaxxination	Veterans for Vaccine Choice	Community	128	FALSE	not_verified	https://www.facebook.com/vetsforvaxchoice/	2018-02-28T19:09:06Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:34:59Z
176383812524158	Anti Vaxxination	Voices of the Vaccine Injured	Community	1291	FALSE	not_verified	https://www.facebook.com/VoicesOfTheVaccineInjured/	2019-02-16T20:29:16Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:35:40Z
176606555745901	Anti Vaxxination	Vaccination Information Network Australia	Community	1152	FALSE	not_verified	https://www.facebook.com/Vaccination-Information-Network-Australia-176606555745901/	2019-08-05T03:20:46Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:36:21Z
178498978884841	Anti Vaxxination	Northern Michigan Residents for Vaccine Choice	Organization	59	FALSE	not_verified	https://www.facebook.com/Northern-Michigan-Residents-for-Vaccine-Choice-178498978884841/	2012-10-05T17:14:18Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:37:02Z
1785437168437673	Anti Vaxxination	Manitoba Freedom and Awareness of Vaccine Choice	Blogger	53	FALSE	not_verified	https://www.facebook.com/endiedubya/	2019-09-29T21:34:12Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:37:43Z
179833531264	Anti Vaxxination	Thinktwice Global Vaccine Institute	Website	8601	FALSE	not_verified	https://www.facebook.com/ThinktwiceGlobal/	2019-05-20T14:05:04Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:38:24Z
184833174871567	Anti Vaxxination	The Dangers of Gardasil (HPV/Cervical Cancer Vaccine)	Local Business	2316	FALSE	not_verified	https://www.facebook.com/DangersOfGardasil/	2019-08-20T09:34:13Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:39:05Z
185394004662	Anti Vaxxination	Wisconsin Vaccine Information Center	Local Business	358	FALSE	not_verified	https://www.facebook.com/WisVic/	2011-02-15T05:04:09Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:39:46Z
189932981217491	Anti Vaxxination	Vaccines Are Biological Weapons	Health/Beauty	3977	FALSE	not_verified	https://www.facebook.com/BiologicalWeapons/	2019-08-24T15:19:49Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:40:27Z
190754844273581	Anti Vaxxination	Vaccine Epidemic	Author	16769	FALSE	not_verified	https://www.facebook.com/vaccineepidemic/	2019-09-27T23:42:43Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:41:08Z
191199344242238	Anti Vaxxination	Vaccine Free Families in New Zealand	Community	1364	FALSE	not_verified	https://www.facebook.com/VFFNZ/	2019-09-12T20:28:03Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:41:49Z
191260011289218	Anti Vaxxination	Black Families for Vaccine Choice	Community	267	FALSE	not_verified	https://www.facebook.com/BFfVC/	2019-09-09T12:25:49Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:42:30Z
192541124148143	Anti Vaxxination	Vaccine Information Week	Health/Beauty	484	FALSE	not_verified	https://www.facebook.com/Vaccine-Information-Week-192541124148143/	2019-09-03T17:11:52Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:43:11Z
194407427284382	Anti Vaxxination	No, I will not vaccinate my child because you think it's what's best	Community	51	FALSE	not_verified	https://www.facebook.com/No-I-will-not-vaccinate-my-child-because-you-think-its-whats-best-194407427284382/	2013-07-23T02:08:17Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:43:52Z
197871023656897	Anti Vaxxination	Vaccinations Dangers,the Hidden Risks	Community	173	FALSE	not_verified	https://www.facebook.com/VaccinationsDangerstheHiddenRisks/	2019-02-16T02:05:40Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:44:33Z
199382473435132	Anti Vaxxination	Great Mothers (and others) Questioning Vaccines	Community	21127	FALSE	not_verified	https://www.facebook.com/GMAOQV/	2019-09-23T19:24:09Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:45:14Z
200197703366535	Anti Vaxxination	Vaccine Xchange	Health & Wellness Website	234	FALSE	not_verified	https://www.facebook.com/VaccineXchange/	2012-11-29T16:53:41Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:45:55Z
202964629750044	Anti Vaxxination	HealthCare Professionals for Vaccine Choice	Local Business	3093	FALSE	not_verified	https://www.facebook.com/HealthCareVaccineChoice/	2019-09-29T19:16:18Z	Franklin	P.O. Box 250009	United States	NA	NA	NA	MI	48025	NA	2019-10-01T02:46:36Z
2037416359868646	Anti Vaxxination	Oklahomans for Rabies Vaccine Titer and Health Choice	Community	32	FALSE	not_verified	https://www.facebook.com/Oklahomans-for-Rabies-Vaccine-Titer-and-Health-Choice-2037416359868646/	2019-07-16T18:03:55Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:47:17Z
209557099518099	Anti Vaxxination	Vaccine Education	Community	305	FALSE	not_verified	https://www.facebook.com/Vaccine101/	2019-09-23T16:45:49Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:47:58Z
214147108686356	Anti Vaxxination	Vaccination Challenge	Medical Company	1265	FALSE	not_verified	https://www.facebook.com/vaccinationchallenge/	2019-04-20T10:48:42Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:48:39Z
2225749494357480	Anti Vaxxination	The Maine Coalition for Vaccine Choice	Education Website	2828	FALSE	not_verified	https://www.facebook.com/MaineCoalitionforVaccineChoice/	2019-09-20T14:30:33Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:49:20Z
225961347429313	Anti Vaxxination	Say No to Vaccines	Community	621	FALSE	not_verified	https://www.facebook.com/Say-No-to-Vaccines-225961347429313/	2019-09-29T22:52:18Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:50:01Z
231841696934258	Anti Vaxxination	Provax Quacks	Community	733	FALSE	not_verified	https://www.facebook.com/ProvaxQuacks/	2016-08-23T12:32:16Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:50:42Z
233426770069342	Anti Vaxxination	Vaccini Basta	Interest	27458	FALSE	not_verified	https://www.facebook.com/vaccinibasta/	2019-09-30T20:10:38Z	NA	NA	NA	-98.4375	12.55456	NA	NA	NA	NA	2019-10-01T02:51:23Z
241297122629194	Anti Vaxxination	VISA - Vaccination Information Serving Australia	Nonprofit Organization	1269	FALSE	not_verified	https://www.facebook.com/VisaVaccinationInformationServingAustralia/	2019-09-30T05:20:35Z	Adelaide	NA	Australia	138.6747	-34.91325	NA	SA	NA	NA	2019-10-01T02:52:04Z
241447649628993	Anti Vaxxination	L'aluminium, les vaccins et les 2 lapins	Movie	219	FALSE	not_verified	https://www.facebook.com/aluminium.vaccins.lefilm/	2018-04-17T12:14:39Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:52:45Z
242241312482649	Anti Vaxxination	Vaccination Information Network - UK (VINE UK)	Community	4708	FALSE	not_verified	https://www.facebook.com/www.VaccinationInformationNetwork.co.uk/	2019-09-30T18:49:59Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:53:26Z
244087748955094	Anti Vaxxination	Global Anti Vaccine Initiative	Community	2417	FALSE	not_verified	https://www.facebook.com/Global-Anti-Vaccine-Initiative-244087748955094/	2019-08-22T18:00:51Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:54:07Z
246293915457536	Anti Vaxxination	Vaccine Dangers	Community	1900	FALSE	not_verified	https://www.facebook.com/VaccineDangers/	2017-08-02T17:07:39Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:54:48Z
252133994805691	Anti Vaxxination	VaxTruth.Org	Nonprofit Organization	26411	FALSE	not_verified	https://www.facebook.com/VaxTruth/	2019-09-18T16:26:58Z	NA	P.O. Box 695	NA	NA	NA	NA	NA	83680	NA	2019-10-01T02:55:29Z
254087944691000	Anti Vaxxination	Soldier wins fight against forced military vaccinations	Community	261	FALSE	not_verified	https://www.facebook.com/Soldier-wins-fight-against-forced-military-vaccinations-254087944691000/	2019-04-09T22:48:53Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:56:09Z
258038574217364	Anti Vaxxination	Vaccin Vrij - Vaccine Free	Nonprofit Organization	9749	FALSE	not_verified	https://www.facebook.com/vaccinvrij/	2019-09-27T07:32:15Z	Amsterdam	NA	Netherlands	4.8011	52.36389	NA	NA	NA	NA	2019-10-01T02:56:51Z
259783137566289	Anti Vaxxination	L'anti-mythe vaccinal	Community	13385	FALSE	not_verified	https://www.facebook.com/antimythevaccinal/	2019-09-30T22:35:03Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:57:31Z
261509943968681	Anti Vaxxination	Why get the FLU vaccine?	Community	30	FALSE	not_verified	https://www.facebook.com/WhyGetTheFluVaccine/	2012-12-22T17:43:19Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:58:13Z
261653857335820	Anti Vaxxination	Vax Backwards	Community	1472	FALSE	not_verified	https://www.facebook.com/VaxBackwards/	2015-10-30T18:05:36Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:58:54Z
263242167129317	Anti Vaxxination	Anti-Vaccine Choice MA	Community	1019	FALSE	not_verified	https://www.facebook.com/AntiVaccineChoiceMA/	2019-10-01T00:05:58Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T02:59:35Z
263576833662132	Anti Vaxxination	Vaccination News Network	Health & Wellness Website	1685	FALSE	not_verified	https://www.facebook.com/VaccinationNewsNetwork/	2019-09-23T01:06:11Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:00:16Z
264949340182924	Anti Vaxxination	Vaccine exemptions USA	Community	1985	FALSE	not_verified	https://www.facebook.com/Vaccine-exemptions-USA-264949340182924/	2019-04-03T16:55:29Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:00:57Z
265925946872029	Anti Vaxxination	Killer Vaccines	Community	299	FALSE	not_verified	https://www.facebook.com/Killer-Vaccines-265925946872029/	2019-09-30T23:45:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:01:38Z
271477446528101	Anti Vaxxination	Bring Vaxxed to Norway	Nonprofit Organization	314	FALSE	not_verified	https://www.facebook.com/Bring-Vaxxed-to-Norway-271477446528101/	2019-08-28T13:10:10Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:02:19Z
272455363101747	Anti Vaxxination	We Are Vaxxed	Public Service	120925	FALSE	not_verified	https://www.facebook.com/vaxxed2/	2019-09-28T16:07:26Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:03:00Z
274311166013163	Anti Vaxxination	Perplexed Patients of Unvaccinated Nurses.	Community	268	FALSE	not_verified	https://www.facebook.com/PerplexedPatients/	2014-10-01T23:44:14Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:03:41Z
287010891636074	Anti Vaxxination	Light a Candle for the Vaccine-damaged	Community	1798	FALSE	not_verified	https://www.facebook.com/lightacandle.eu/	2019-08-23T18:27:39Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:04:22Z
287165824639306	Anti Vaxxination	Vaccine Injury Treatment: From Autism to Gardasil Syndrome	Community	804	FALSE	not_verified	https://www.facebook.com/Vaccine-Injury-Treatment-From-Autism-to-Gardasil-Syndrome-287165824639306/	2017-01-12T12:00:06Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:05:03Z
290768197788	Anti Vaxxination	Vaccine Injury Help Center	Product/Service	3327	FALSE	not_verified	https://www.facebook.com/vaccineinjury /	2019-06-28T16:09:27Z	Englewood	NA	United States	NA	NA	NA	NJ	NA	NA	2019-10-01T03:05:44Z
292346033805	Anti Vaxxination	Not Using Vaccines Made With Aborted Fetuses.	Nonprofit Organization	1011	FALSE	not_verified	https://www.facebook.com/Not-Using-Vaccines-Made-With-Aborted-Fetuses-292346033805/	2019-08-31T19:38:14Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:06:25Z
295205370539051	Anti Vaxxination	Vaccination - The Suppressed Information	Community	1289	FALSE	not_verified	https://www.facebook.com/Vaccination-The-Suppressed-Information-295205370539051/	2018-10-15T23:19:31Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:07:07Z
295977950440133	Anti Vaxxination	Vaccine Injury Law Project	Lawyer & Law Firm	1860	FALSE	not_verified	https://www.facebook.com/vaccineinjurylawproject/	2018-11-12T00:47:57Z	Chicago	565 W Adams St Ste 600	United States	-87.6421	41.87898	NA	IL	60661-3652	NA	2019-10-01T03:07:48Z
296178787227133	Anti Vaxxination	Pour le retour des Vaccins Sans Aluminium	Community	12272	FALSE	not_verified	https://www.facebook.com/VaccinSansAluminium/	2019-08-22T12:14:03Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:08:29Z
297408403701107	Anti Vaxxination	Pour des vaccins sans aluminium	Community	12221	FALSE	not_verified	https://www.facebook.com/vaccinssansaluminium/	2019-09-27T10:00:01Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:09:10Z
298515950174191	Anti Vaxxination	Canadian Gardasil Awareness Network	Health & Wellness Website	47	FALSE	not_verified	https://www.facebook.com/Canadian-Gardasil-Awareness-Network-298515950174191/	2017-08-23T05:10:17Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:09:51Z
298592390298866	Anti Vaxxination	Vaxxed Siblings Worldwide	Community	1026	FALSE	not_verified	https://www.facebook.com/vaxxedsiblings/	2019-03-01T00:26:34Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:10:32Z
299248716789977	Anti Vaxxination	Safety Council of Minnesota	Nonprofit Organization	1574	FALSE	not_verified	https://www.facebook.com/SafetyCouncilofMN/	2019-09-28T16:47:20Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:11:13Z
308351242111	Anti Vaxxination	Investigate Before You Vaccinate	Local Business	1432	FALSE	not_verified	https://www.facebook.com/IBYV.NZ/	2019-05-10T02:04:54Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:11:54Z
309877455862084	Anti Vaxxination	Vaccination Information Portal	Reference Website	764	FALSE	not_verified	https://www.facebook.com/vaccinationapp/	2019-09-11T12:35:08Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:12:35Z
312424130103	Anti Vaxxination	Inside Vaccines	Health & Wellness Website	15243	FALSE	not_verified	https://www.facebook.com/insidevaccines/	2019-09-30T21:33:49Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:13:16Z
314338291923261	Anti Vaxxination	Vaccine Resistance Movement	Nonprofit Organization	5127	FALSE	not_verified	https://www.facebook.com/Vaccine-Resistance-Movement-314338291923261/	2019-10-01T01:52:30Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:13:57Z
315698118860853	Anti Vaxxination	Vaccine Injury Stories in the UK	Community	1100	FALSE	not_verified	https://www.facebook.com/VaccineInjuryUK/	2019-09-26T16:24:52Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:14:38Z
316418732113321	Anti Vaxxination	En Marche pour la Liberté Vaccinale	Community	5609	FALSE	not_verified	https://www.facebook.com/enmarchepourlalibertevaccinale/	2019-09-22T18:05:08Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:15:19Z
318295671699733	Anti Vaxxination	Vaccine News	Community	1962	FALSE	not_verified	https://www.facebook.com/Vaccine-News-318295671699733/	2019-03-26T19:42:49Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:16:00Z
318619221553484	Anti Vaxxination	Indiana Coalition for Vaccination Choice	Organization	3959	FALSE	not_verified	https://www.facebook.com/IndianaCoalitionForVaccinationChoice/	2019-09-13T17:36:14Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:16:41Z
322104981219234	Anti Vaxxination	Vaccine Truth - Published and Edited by, Snowman's	Personal Blog	943	FALSE	not_verified	https://www.facebook.com/Vaccine-Truth-Published-and-Edited-by-Snowmans-322104981219234/	2019-07-16T17:02:35Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:17:22Z
322199387894463	Anti Vaxxination	Idaho Health Care Workers Against Mandatory Vaccination	Community	423	FALSE	not_verified	https://www.facebook.com/IdahoHealthCareWorkersAgainstMandatoryVaccination/	2019-03-20T21:43:44Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:18:04Z
324098491485122	Anti Vaxxination	HPV Vaccine On Trial	Book	2840	FALSE	not_verified	https://www.facebook.com/HPVVaccineOnTrial/	2019-10-01T01:46:27Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:18:44Z
324786204235423	Anti Vaxxination	Unlocking Jake: The Story of a Rabies Vaccine, Autism & Recovery	Product/Service	106	FALSE	not_verified	https://www.facebook.com/unlockingjake/	2017-06-16T19:54:15Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:19:25Z
326568134107752	Anti Vaxxination	Unashamed  Christian Parents of Unvaccinated Children	Community	6055	FALSE	not_verified	https://www.facebook.com/ProudChristianParentsOfUnvaccinatedChildren/	2019-09-30T23:40:41Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:20:06Z
328974470523334	Anti Vaxxination	Whooping Cough Vaccine Is Making Matters Worse	Community	1442	FALSE	not_verified	https://www.facebook.com/WhoopingCoughVaccineIsMakingMattersWorse/	2019-09-27T16:54:55Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	2019-10-01T03:20:47Z
